Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_GB,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR2125760,2015/7/25,2015/7/26 17:36,15496377,3130268154,15496377,202,1.94,1988,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2125760/SRR2125760.1,SRX1117131,D4M1-RNA,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,300,50,ILLUMINA,Illumina HiSeq 2000,SRP061534,PRJNA290846,,290846,SRS1010327,SAMN03921869,simple,942017,activated sludge metagenome,D4M1,,,,,,,no,,,,,BIOLS,SRA279874,,public,7B92EA41977BDB9E2E97F803F46F4CEA,77EB735B034175D135853306942AEA4E
SRR2125784,2015/7/25,2015/7/26 17:37,14961141,3022150482,14961141,202,1.87,1914,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR2125784/SRR2125784.1,SRX1117155,D4M3-RNA,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,300,50,ILLUMINA,Illumina HiSeq 2000,SRP061534,PRJNA290846,,290846,SRS1010329,SAMN03921871,simple,942017,activated sludge metagenome,D4M3,,,,,,,no,,,,,BIOLS,SRA279874,,public,E26C50F0C9D08552CDEDB93D043F491C,10262134AC7AE189B4C8340A4ED15565
SRR2125785,2015/7/25,2015/7/26 15:34,13733978,2774263556,13733978,202,1.69,1731,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2125785/SRR2125785.1,SRX1117156,D4M5-RNA,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,300,50,ILLUMINA,Illumina HiSeq 2000,SRP061534,PRJNA290846,,290846,SRS1010335,SAMN03921874,simple,942017,activated sludge metagenome,D4M5,,,,,,,no,,,,,BIOLS,SRA279874,,public,E1AAA98EBBF490C0DAA975E3DBE4B0C2,C9F8D4032198846FA06F174C9C0BD58E
SRR3501863,2016/5/18 11:38,2016/5/13 11:35,26275675,5307686350,26275675,202,3.01,3085,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR3501863/SRR3501863.1,SRX1759571,1067,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP075031,PRJNA320780,2,320780,SRS1435440,SAMN04957402,simple,942017,activated sludge metagenome,UPWRP_SW_d1_r3,,,,,,,no,,,,,SINGAPORE CENTRE FOR ENVIRONMENTAL LIFE SCIENCES ENGINEERING,SRA425235,,public,4C8432689A3FA29B0149C33AB6846218,7EC830A7AE3A09B64E534024E55E5F76
SRR3501864,2016/5/18 11:41,2016/5/13 11:38,31178460,6298048920,31178460,202,3.59,3678,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR3501864/SRR3501864.1,SRX1759572,1068,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP075031,PRJNA320780,2,320780,SRS1435441,SAMN04957403,simple,942017,activated sludge metagenome,UPWRP_SW_d2_r3,,,,,,,no,,,,,SINGAPORE CENTRE FOR ENVIRONMENTAL LIFE SCIENCES ENGINEERING,SRA425235,,public,C6BED52E24D0E7D00A5CB08B8532EA81,85DCD995670958CC3467152482FB3836
SRR3501865,2016/5/18 11:43,2016/5/13 11:34,28775452,5812641304,28775452,202,3.29,3374,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR3501865/SRR3501865.1,SRX1759573,1069,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP075031,PRJNA320780,2,320780,SRS1435442,SAMN04957404,simple,942017,activated sludge metagenome,UPWRP_SW_d3_r3,,,,,,,no,,,,,SINGAPORE CENTRE FOR ENVIRONMENTAL LIFE SCIENCES ENGINEERING,SRA425235,,public,80D1A11E2BEB8719BA77C980E417955D,2F7E31833B6E81F56D01B927DBDDDB58
SRR3501866,2016/5/18 11:34,2016/5/13 11:32,29005417,5859094234,29005417,202,3.32,3403,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR3501866/SRR3501866.1,SRX1759574,1070,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP075031,PRJNA320780,2,320780,SRS1435443,SAMN04957405,simple,942017,activated sludge metagenome,UPWRP_SW_d4_r3,,,,,,,no,,,,,SINGAPORE CENTRE FOR ENVIRONMENTAL LIFE SCIENCES ENGINEERING,SRA425235,,public,5C79911A97E7E8475A1DCD08F272B1BC,266A8EE1292495A07E63A825FAB29AA5
SRR3501867,2016/5/18 11:38,2016/5/13 11:36,25752348,5201974296,25752348,202,2.96,3031,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR3501867/SRR3501867.1,SRX1759575,1071,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP075031,PRJNA320780,2,320780,SRS1435444,SAMN04957406,simple,942017,activated sludge metagenome,UPWRP_SW_d5_r3,,,,,,,no,,,,,SINGAPORE CENTRE FOR ENVIRONMENTAL LIFE SCIENCES ENGINEERING,SRA425235,,public,5B6517088DEB0765569116DE88538423,942A0D86CB2B90BB5870F60BA032EB99
SRR3501868,2016/5/18 12:47,2016/5/13 12:44,26318054,5316246908,26318054,202,3.04,3114,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3501868/SRR3501868.1,SRX1759576,1072,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP075031,PRJNA320780,2,320780,SRS1435445,SAMN04957407,simple,942017,activated sludge metagenome,UPWRP_SW_d6_r3,,,,,,,no,,,,,SINGAPORE CENTRE FOR ENVIRONMENTAL LIFE SCIENCES ENGINEERING,SRA425235,,public,F0B1420F05856FA2BB7D959FC4891F56,193E9C67C0B54A78B69EFDCE002B32B8
SRR3501869,2016/5/18 11:45,2016/5/13 11:37,28039704,5664020208,28039704,202,3.22,3293,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR3501869/SRR3501869.1,SRX1759577,1073,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP075031,PRJNA320780,2,320780,SRS1435446,SAMN04957408,simple,942017,activated sludge metagenome,UPWRP_SW_d7_r3,,,,,,,no,,,,,SINGAPORE CENTRE FOR ENVIRONMENTAL LIFE SCIENCES ENGINEERING,SRA425235,,public,3635F33E138296F9A11A001D815449AE,7EB1DE003DCA5183B70EF0F2E48A2BE8
SRR3501870,2016/5/18 11:55,2016/5/13 11:48,26578976,5368953152,26578976,202,3.07,3139,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR3501870/SRR3501870.1,SRX1759578,1074,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP075031,PRJNA320780,2,320780,SRS1435447,SAMN04957409,simple,942017,activated sludge metagenome,UPWRP_SW_d8_r3,,,,,,,no,,,,,SINGAPORE CENTRE FOR ENVIRONMENTAL LIFE SCIENCES ENGINEERING,SRA425235,,public,1008EE54959A4DF42545564E22830345,D558B3F17705BB9AE4240F4105D366CB
SRR3501871,2016/5/18 11:37,2016/5/13 11:33,27010135,5456047270,27010135,202,3.11,3181,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR3501871/SRR3501871.1,SRX1759579,1075,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP075031,PRJNA320780,2,320780,SRS1435450,SAMN04957410,simple,942017,activated sludge metagenome,UPWRP_SW_d9_r3,,,,,,,no,,,,,SINGAPORE CENTRE FOR ENVIRONMENTAL LIFE SCIENCES ENGINEERING,SRA425235,,public,0434F852A34CD2E6E0B757B350FB995E,E4C7E45613982FBCE5F1CF19BE81CE43
SRR3501872,2016/5/18 11:46,2016/5/13 11:43,27761538,5607830676,27761538,202,3.17,3245,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR3501872/SRR3501872.1,SRX1759580,1076,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP075031,PRJNA320780,2,320780,SRS1435448,SAMN04957411,simple,942017,activated sludge metagenome,UPWRP_SW_d10_r3,,,,,,,no,,,,,SINGAPORE CENTRE FOR ENVIRONMENTAL LIFE SCIENCES ENGINEERING,SRA425235,,public,643F650392C694A06566B47C5586260A,8767896FDE13D9DE78647ADA69613F01
SRR3883943,2016/7/13 5:06,2016/7/13 5:03,4662894,941904588,4662894,202,0.43,444,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3883943/SRR3883943.1,SRX1939709,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1558583,SAMN05300433,simple,942017,activated sludge metagenome,AgNP,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,A02D92CF8CDCD7D32D96160D2F722D0E,C93E0F6F5644E4B07737F5E1491DD0BE
SRR3884125,2016/7/13 8:13,2016/7/13 8:08,7154293,1445167186,7154293,202,0.65,670,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884125/SRR3884125.1,SRX1939876,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1558750,SAMN05300432,simple,942017,activated sludge metagenome,control,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,E882B8A30940AC68FF790EE6799013C9,EB2720F69E0DF60B6270BA7B8476EF65
SRR3884267,2016/7/13 7:14,2016/7/13 7:10,4541413,917365426,4541413,202,0.42,433,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884267/SRR3884267.1,SRX1939983,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1558750,SAMN05300432,simple,942017,activated sludge metagenome,control,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,B8B0E892D71EBD45AA0358A93C6654CA,1C39F09C75EE952B065A27A39894BC95
SRR3884282,2016/7/13 7:10,2016/7/13 7:06,5134790,1037227580,5134790,202,0.47,481,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884282/SRR3884282.1,SRX1940010,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1558750,SAMN05300432,simple,942017,activated sludge metagenome,control,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,C34EC0D3C6E430A602D57280B0737449,1C2ADA4BB7F8D19C4AB0BAA36793B4A1
SRR3884321,2016/7/13 4:03,2016/7/13 4:01,4405098,889829796,4405098,202,0.41,418,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884321/SRR3884321.1,SRX1940060,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1558583,SAMN05300433,simple,942017,activated sludge metagenome,AgNP,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,7699C8C1CD54237926A33B4042317B95,EAC12AEE4F758875851AA4CAB7E08D4D
SRR3884349,2016/7/13 3:04,2016/7/13 3:02,4519376,912913952,4519376,202,0.41,421,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884349/SRR3884349.1,SRX1940088,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1558583,SAMN05300433,simple,942017,activated sludge metagenome,AgNP,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,C4575163E4CFC6326AC03E6F96624FC1,411D1DBF778DF6570EE6C4D046C4DCB1
SRR3884358,2016/7/13 13:21,2016/7/13 13:18,4831052,975872504,4831052,202,0.44,452,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884358/SRR3884358.1,SRX1940104,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1558968,SAMN05300435,simple,942017,activated sludge metagenome,Ag+,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,66F5D87438344C597D80BD3BC82A335D,19F887B4C712680E9D0377113AEEB628
SRR3884394,2016/7/13 12:14,2016/7/13 12:11,4634231,936114662,4634231,202,0.43,438,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884394/SRR3884394.1,SRX1940106,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1558968,SAMN05300435,simple,942017,activated sludge metagenome,Ag+,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,CDDEE069E3BD89626CC054BCC7BF3E34,9863F79D41B4730C748F1A6BD97DDD0E
SRR3884420,2016/7/13 11:16,2016/7/13 11:11,5401687,1091140774,5401687,202,0.50,514,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884420/SRR3884420.1,SRX1940152,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1558968,SAMN05300435,simple,942017,activated sludge metagenome,Ag+,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,77B55B8D8ECD501C5C8852B4A4E9CB26,D8487E03B6D56DCF5AB0B072BD4DE3A5
SRR3884473,2016/7/13 10:14,2016/7/13 10:11,5593779,1129943358,5593779,202,0.53,546,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884473/SRR3884473.1,SRX1940215,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1559077,SAMN05300436,simple,942017,activated sludge metagenome,Control-untreated,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,75392D462E7B358FD239BC78754EA549,3D81517F40096A2C5301FADEEB05F9F5
SRR3884478,2016/7/13 10:09,2016/7/13 10:07,4687163,946806926,4687163,202,0.44,449,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884478/SRR3884478.1,SRX1940217,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1559077,SAMN05300436,simple,942017,activated sludge metagenome,Control-untreated,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,D485345BBFF90279C8E88992467E2FC4,AF1369BAEEA08FEBC2C77B75F1BBFBD1
SRR3884480,2016/7/13 9:10,2016/7/13 9:07,5691592,1149701584,5691592,202,0.52,535,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884480/SRR3884480.1,SRX1940221,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1559077,SAMN05300436,simple,942017,activated sludge metagenome,Control-untreated,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,B243F3E9EA6410D22CA52DA87137B7C8,63E567BFE7146098505C103995061E25
SRR3884485,2016/7/13 10:14,2016/7/13 10:11,5410319,1092884438,5410319,202,0.50,514,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884485/SRR3884485.1,SRX1940225,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1559085,SAMN05300437,simple,942017,activated sludge metagenome,control-treated,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,C7D67B52AFDA6038A196635AB11320A4,93411ADB2467673E1AB2CC4007835069
SRR3884487,2016/7/13 9:13,2016/7/13 9:10,6146661,1241625522,6146661,202,0.58,594,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884487/SRR3884487.1,SRX1940228,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1559085,SAMN05300437,simple,942017,activated sludge metagenome,control-treated,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,F2B2359E82AEE34477E2EEB7C126D2C8,86AD9C550668CBFD1AA242E05CB194F2
SRR3884490,2016/7/13 8:25,2016/7/13 8:22,5421034,1095048868,5421034,202,0.51,518,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884490/SRR3884490.1,SRX1940229,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1559085,SAMN05300437,simple,942017,activated sludge metagenome,control-treated,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,848CF4FE15A4274623CE020F20A5D0CB,68E566F5C45AD48C3E3BFED5E3048751
SRR3884778,2016/7/13 6:07,2016/7/13 6:04,4336871,876047942,4336871,202,0.40,413,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884778/SRR3884778.1,SRX1940458,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1559294,SAMN05300438,simple,942017,activated sludge metagenome,AgNP-untreated,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,809EBA912125D2EBD598E9431C56DBE4,5C9DDA91EE96B436A30592AB76D5B56F
SRR3884779,2016/7/13 5:06,2016/7/13 5:03,5519161,1114870522,5519161,202,0.52,533,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884779/SRR3884779.1,SRX1940459,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1559294,SAMN05300438,simple,942017,activated sludge metagenome,AgNP-untreated,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,9D39128D83867FAA8DCBC04CBE9151DB,17122BE3328DF3D8F269C318ED138F4A
SRR3884780,2016/7/13 4:38,2016/7/13 4:35,4771085,963759170,4771085,202,0.45,456,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884780/SRR3884780.1,SRX1940460,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1559294,SAMN05300438,simple,942017,activated sludge metagenome,AgNP-untreated,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,44E0C708C62BA48D7EAB2823D66C61DA,29FD6FB41FE2126FB7948CC30DDB0012
SRR3884783,2016/7/13 5:06,2016/7/13 5:04,5656693,1142651986,5656693,202,0.52,534,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884783/SRR3884783.1,SRX1940463,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1559297,SAMN05300439,simple,942017,activated sludge metagenome,AgNP-treated,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,19C7F4FED414F36DC16B1C826EDDCF1A,1AEED38731D3240EEAE03934C61CBCEA
SRR3884784,2016/7/13 4:44,2016/7/13 4:41,5389513,1088681626,5389513,202,0.50,507,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884784/SRR3884784.1,SRX1940465,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1559297,SAMN05300439,simple,942017,activated sludge metagenome,AgNP-treated,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,BA1577E51373B9CEA0C97F1BF4FBF627,7B04BE174686E3465BA2DE386BFAA28B
SRR3884785,2016/7/13 4:46,2016/7/13 4:43,4903818,990571236,4903818,202,0.46,467,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884785/SRR3884785.1,SRX1940466,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1559297,SAMN05300439,simple,942017,activated sludge metagenome,AgNP-treated,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,B2CDC104615D57FB475D3ACD5BC1F2AF,6142C2DA357C6BD1CDCB289F882C47A0
SRR3884788,2016/7/13 14:17,2016/7/13 14:14,6016375,1215307750,6016375,202,0.55,565,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884788/SRR3884788.1,SRX1940467,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1559299,SAMN05300440,simple,942017,activated sludge metagenome,Ag+-untreated,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,65C66E6EB9B4B3746073B3EE09A992AD,668CE0560BDA28015F9CCB66E7EBCB34
SRR3884789,2016/7/13 13:16,2016/7/13 13:15,5175775,1045506550,5175775,202,0.48,493,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884789/SRR3884789.1,SRX1940469,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1559299,SAMN05300440,simple,942017,activated sludge metagenome,Ag+-untreated,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,E91410B23E2BBE5C52D8DC2BFED3C00A,1CFF238F42C909E19CBF69E521F5796A
SRR3884790,2016/7/13 12:14,2016/7/13 12:12,6262940,1265113880,6262940,202,0.58,590,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884790/SRR3884790.1,SRX1940470,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1559299,SAMN05300440,simple,942017,activated sludge metagenome,Ag+-untreated,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,F6E5F7E800329501EA950A861522C395,1CD6AA980962F8EB77EC0AA2A7A0C31B
SRR3884792,2016/7/13 14:22,2016/7/13 14:13,4777818,965119236,4777818,202,0.44,451,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884792/SRR3884792.1,SRX1940471,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1531393,SAMN05300441,simple,942017,activated sludge metagenome,Ag+-treated,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,FA09DD1C5326936B00CDD2B72963CFEC,FEACDCCF39AAA33886D3C37B7693B5B6
SRR3884794,2016/7/13 13:16,2016/7/13 13:12,6603200,1333846400,6603200,202,0.60,617,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884794/SRR3884794.1,SRX1940474,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1531393,SAMN05300441,simple,942017,activated sludge metagenome,Ag+-treated,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,D9C3DC5A946959B1178E9CC038C5D2D1,962040F99284698C0CF78D107D01F22B
SRR3884797,2016/7/13 11:13,2016/7/13 11:11,5001468,1010296536,5001468,202,0.45,465,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884797/SRR3884797.1,SRX1940477,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1531393,SAMN05300441,simple,942017,activated sludge metagenome,Ag+-treated,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,FF8963E648D492DF6A6FEF7DA485EA4B,19BEDB5AE4C2B4CCEE2EEA9267EC1562
SRR3884805,2016/7/13 7:14,2016/7/13 7:08,8659759,1749271318,8659759,202,0.80,816,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3884805/SRR3884805.1,SRX1940485,,RNA-Seq,PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077608,PRJNA327020,,327020,SRS1559312,SAMN05384021,simple,942017,activated sludge metagenome,Day 0,,,,,,,no,,,,,NANYANG TECHNOLOGICAL UNIVERSITY,SRA436292,,public,21C84BF9343E186D187751B06CAFD17E,C5923B12AE69ED48CA6D0B367D4A597B
